日期,小時,供應商名稱,網站,網站名稱,版位編號,版位名稱,antifroud,知名媒體,子聯播網,Total Tracked Ads,Eligible Ads for Viewability,Measured Ads,% Measured Ads,Viewable Impressions,% Viewable Impressions,Non-Viewable Ads,% Non-Viewable Ads,Average Time In View (Sec)
20260126,17,李立娟,3395,vivi0視頻-exchange,17300,MW_320x100_置底(PB)_vivi01視頻-exchange,antifroud,,,"2,237","1,079","1,078",99.91%,702,65.12%,376,34.88%,14.15
20260126,17,李立娟,3397,趣聞圖說-exchange,17309,MW_336x280_文中Banner_趣聞圖說-exchange,,,,982,172,172,100.00%,31,18.02%,141,81.98%,0.86
20260126,17,曾憲敏,601,85小說網_PC,1773,CF-300x250_85小說網_內文1,,,,180,87,87,100.00%,74,85.06%,13,14.94%,11.89
20260126,17,李立娟,3396,趣聞圖說-Mobile,17923,MW_置底創意(展開)_趣聞圖說-Mobile,,,,6,3,3,100.00%,3,100.00%,0,0.00%,4.22
20260126,17,第一網站股份有限公司,2768,czbooks,17927,MW_置底創意_czbook,,,,"15,939","7,871","7,871",100.00%,"7,186",91.30%,685,8.70%,13.78
20260126,17,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18003,CF_300x250_互動看板2_工商時報-exchange,,知名媒體,,12,5,5,100.00%,0,0.00%,5,100.00%,0.00
20260126,17,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18007,CF_336x280_文末右側看板_工商時報-exchange,,知名媒體,,20,9,9,100.00%,1,11.11%,8,88.89%,0.11
20260126,17,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18014,MW_300x250_文末Banner1_工商時報-exchange,,知名媒體,,80,38,38,100.00%,8,21.05%,30,78.95%,0.97
20260126,17,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18015,MW_300x250_文末Banner2_工商時報-exchange,,知名媒體,,137,67,67,100.00%,4,5.97%,63,94.03%,0.15
20260126,17,第一網站股份有限公司,3440,fsa_passback_first,18201,CF_336x280_fsa_passback_first,,,,200,97,97,100.00%,10,10.31%,87,89.69%,0.54
20260126,17,第一網站股份有限公司,3440,fsa_passback_first,18202,CF_300x250_fsa_passback_first,,,,"3,803","1,782","1,782",100.00%,883,49.55%,899,50.45%,33.58
20260126,17,第一網站股份有限公司,3440,fsa_passback_first,18266,(子)CF_970x250_cfbanner_blog,,,子聯播網,"2,162",840,840,100.00%,62,7.38%,778,92.62%,0.27
20260126,17,莊博凱,3455,夢遊電玩,18269,300x250 Banner,,,,6,2,2,100.00%,2,100.00%,0,0.00%,1.04
20260126,17,時報資訊股份有限公司_工商時報,3427,工商時報-exchange,18278,CF_336x280_文中-MiddleBillboard_工商時報-exchange,,知名媒體,,8,4,4,100.00%,1,25.00%,3,75.00%,7.50
20260126,17,朱光宁,3268,稷下書院-mobile,18297,MW_置底創意(展開)_稷下書院-mobile,,,,110,55,55,100.00%,52,94.55%,3,5.45%,5.00
20260126,17,冰楓科技有限公司,3485,冰楓論壇-exchange,18487,CF_970x90_內文上方第一塊_冰楓論壇-exchange,,,,814,370,370,100.00%,80,21.62%,290,78.38%,3.51
20260126,17,冰楓科技有限公司,3485,冰楓論壇-exchange,18488,MW_320x100_內文上方第一塊_ 冰楓論壇-exchange,antifroud,,,6,3,3,100.00%,1,33.33%,2,66.67%,3.46
20260126,17,冰楓科技有限公司,3485,冰楓論壇-exchange,18492,MW_300x250_Banner_ 冰楓論壇-exchange,,,,396,169,169,100.00%,74,43.79%,95,56.21%,3.29
20260126,17,闇碼科技股份有限公司,3048,縮短網址產生器-reurl,18535,MW_蓋版_縮短網址產生器-reurl,,知名媒體,,24,12,12,100.00%,2,16.67%,10,83.33%,3.09
20260126,17,CBROOT LTD,3492,包子漫畫(特開流量)-exchange,18544,(子)CF_300x600_指定流量_包子漫畫(特開流量)-exchange,,,子聯播網,78,29,29,100.00%,8,27.59%,21,72.41%,17.01
20260126,17,CBROOT LTD,3510,包子漫畫_twmanga-exchange,18737,CF_970x90_Banner_ 包子漫畫_twmanga-exchange,,,,58,28,28,100.00%,6,21.43%,22,78.57%,1.28
20260126,17,台灣英文新聞股份有限公司,3537,台灣英文新聞(new)-exchange,18911,MW_300x250_首頁_ENDBANNER_5_台灣英文新聞(new)-exchange,,知名媒體,,6,3,3,100.00%,1,33.33%,2,66.67%,32.16
20260126,17,台灣英文新聞股份有限公司,3537,台灣英文新聞(new)-exchange,18924,CF_300x250_內容頁_右側看版_1_台灣英文新聞(new)-exchange,,知名媒體,,183,79,79,100.00%,8,10.13%,71,89.87%,0.70
20260126,17,艾得基客行銷顧問股份有限公司,3373,良醫健康網,19009,MW_蓋板_良醫健康網,,知名媒體,,125,59,59,100.00%,23,38.98%,36,61.02%,1.92
20260126,17,艾得基客行銷顧問股份有限公司,3373,良醫健康網,19010,MW_300x250_文中_良醫健康網,,知名媒體,,6,3,3,100.00%,1,33.33%,2,66.67%,20.00
20260126,17,聯合線上股份有限公司,3549,UDN元氣網,19018,CF_首頁文章推薦第三格300x250_UDN元氣網,,知名媒體,,6,3,3,100.00%,0,0.00%,3,100.00%,0.00
20260126,17,艾得基客行銷顧問股份有限公司,3552,玩具人,19044,MW_320x480_文中創意_玩具人,,知名媒體,,38,19,19,100.00%,11,57.89%,8,42.11%,6.20
20260126,17,第一網站股份有限公司,2783,漫畫櫃manhuagui,20685,MW_300X250_manhuagui,antifroud,,,"2,353","1,168","1,168",100.00%,506,43.32%,662,56.68%,11.05
20260126,17,德榕企業有限公司,3578,TW Bodhi_mobile,20708,MW_蓋板_TW Bodhi,,,,248,124,124,100.00%,0,0.00%,124,100.00%,0.00
20260126,17,德榕企業有限公司,3578,TW Bodhi_mobile,20719,MW_文中創意300x250_TW Bodhi,,,,6,3,3,100.00%,0,0.00%,3,100.00%,0.00
20260126,17,德榕企業有限公司,3581,忘憂書屋,20727,CF_336x280文章頁(RWD)_忘憂書屋,,,,12,6,6,100.00%,0,0.00%,6,100.00%,0.00
20260126,17,德榕企業有限公司,3582,忘憂書屋_mobile,20728,MW_文中創意300x250_忘憂書屋,,,,83,38,37,97.37%,0,0.00%,37,100.00%,0.00
20260126,17,德榕企業有限公司,3582,忘憂書屋_mobile,20729,MW_蓋板_忘憂書屋,,,,6,3,3,100.00%,0,0.00%,3,100.00%,0.00
20260126,17,第一網站股份有限公司,2910,clickme,20735,(子)CF_300x250_banner_clickme(成人),,,子聯播網,"4,750","2,152","2,152",100.00%,614,28.53%,"1,538",71.47%,1.65
20260126,17,第一網站股份有限公司,3440,fsa_passback_first,21699,CF_336x280_fsa_passback_first,,,,"2,135",979,979,100.00%,227,23.19%,752,76.81%,0.97
20260126,17,朱光宁,3269,石頭小說-mobile,21741,MW_320x480_蓋版_石頭小說-mobile,antifroud,,,13,6,6,100.00%,4,66.67%,2,33.33%,4.53
20260126,17,富盈數據股份有限公司,3653,TVBS-女人我最大_HB,21760,MW_文章三_336x280_TVBS-女人我最大_HB,,知名媒體,,160,80,80,100.00%,55,68.75%,25,31.25%,8.63
20260126,17,富盈數據股份有限公司,3653,TVBS-女人我最大_HB,21761,MW_文章四_336x280_TVBS-女人我最大_HB,,知名媒體,,784,390,390,100.00%,253,64.87%,137,35.13%,3.16
20260126,17,富盈數據股份有限公司,3653,TVBS-女人我最大_HB,21763,MW_文中創意320x480_TVBS-女人我最大_HB,,知名媒體,,790,390,390,100.00%,325,83.33%,65,16.67%,30.40
20260126,17,富盈數據股份有限公司,3654,TVBS-健康2.0_HB,21768,MW_文中創意320x480_TVBS-健康2.0_HB,,知名媒體,,"3,828","1,791","1,791",100.00%,"1,236",69.01%,555,30.99%,22.85
20260126,17,富盈數據股份有限公司,3655,TVBS-食尚玩家_HB,21770,MW_文章三_336x280_TVBS-食尚玩家_HB,,知名媒體,,331,161,161,100.00%,96,59.63%,65,40.37%,3.04
20260126,17,富盈數據股份有限公司,3655,TVBS-食尚玩家_HB,21771,MW_文章四_336x280_TVBS-食尚玩家_HB,,知名媒體,,6,2,2,100.00%,1,50.00%,1,50.00%,5.21
20260126,17,富盈數據股份有限公司,3655,TVBS-食尚玩家_HB,21772,MW_文章置底_320x100_TVBS-食尚玩家_HB,,知名媒體,,12,5,5,100.00%,4,80.00%,1,20.00%,12.00
20260126,17,富盈數據股份有限公司,3655,TVBS-食尚玩家_HB,21773,MW_文中創意320x480_TVBS-食尚玩家_HB,,知名媒體,,159,77,77,100.00%,59,76.62%,18,23.38%,22.36
20260126,17,先驅媒體社會企業股份有限公司,3554,新頭殼(R18),21830,(子)CF_300x250Banner_newtalk.tw_all_300250_1_新頭殼(R18),antifroud,知名媒體,子聯播網,6,3,3,100.00%,3,100.00%,0,0.00%,5.00
20260126,17,先驅媒體社會企業股份有限公司,3554,新頭殼(R18),21839,ＭＷ_336x280Banner_newtalk.tw_mobile_all_336280_2_新頭殼(R18),antifroud,知名媒體,,6,3,3,100.00%,3,100.00%,0,0.00%,3.67
20260126,17,儂儂雜誌社股份有限公司(bella儂儂),2135,Bella儂儂_2024,21876,MW-300x250_文章標題上方1_Bella儂儂,,知名媒體,,442,221,221,100.00%,128,57.92%,93,42.08%,3.57
20260126,17,富盈數據股份有限公司,3680,TVBS-新聞網_HB,21898,CF_文章右側300x600_TVBS-新聞網_HB,,知名媒體,,14,6,6,100.00%,2,33.33%,4,66.67%,2.82
20260126,17,富盈數據股份有限公司,3680,TVBS-新聞網_HB,21899,MW_文章一_336x280_TVBS-新聞網_HB,,知名媒體,,"2,333","1,150","1,150",100.00%,808,70.26%,342,29.74%,5.99
20260126,17,富盈數據股份有限公司,3680,TVBS-新聞網_HB,21900,MW_文章三_336x280_TVBS-新聞網_HB,,知名媒體,,144,72,72,100.00%,37,51.39%,35,48.61%,3.05
20260126,17,富盈數據股份有限公司,3680,TVBS-新聞網_HB,21902,MW_文章置底_320x100_TVBS-新聞網_HB,,知名媒體,,"1,718",848,848,100.00%,198,23.35%,650,76.65%,8.65
20260126,17,富盈數據股份有限公司,3684,稅美人_mobile,21923,MW_置底創意(非展開)_稅美人-mobile,,,,"2,943","1,457","1,457",100.00%,"1,323",90.80%,134,9.20%,21.90
20260126,17,富盈數據股份有限公司,3685,玩桌遊_mobile,21924,MW_置底創意(非展開)_玩桌遊-mobile,,,,261,130,130,100.00%,114,87.69%,16,12.31%,13.47
20260126,17,富盈數據股份有限公司,2615,熱血台中,21986,CF_336x280_全網_熱血台中,,,,56,28,28,100.00%,16,57.14%,12,42.86%,1.76
20260126,17,富盈數據股份有限公司,2615,熱血台中,21987,CF_336x280_全網_熱血台中,,,,80,39,39,100.00%,23,58.97%,16,41.03%,3.78
20260126,17,富盈數據股份有限公司,3703,繁體小說,22022,MW_置底創意(非展開)_繁體小說-mobile,,,,42,21,21,100.00%,18,85.71%,3,14.29%,23.10
20260126,17,富盈數據股份有限公司,3704,天天要聞,22030,CF_300 x 250 banner_天天要聞_cpc2,,,,812,397,397,100.00%,311,78.34%,86,21.66%,10.42
20260126,17,富盈數據股份有限公司,3703,繁體小說,22031,CF_300 x 250 banner_繁體小說_cpc2,,,,50,25,25,100.00%,23,92.00%,2,8.00%,11.71
20260126,17,朱光宁,3708,石頭小說,22045,CF_336 x 280 banner_石頭小說_cpc1.67,antifroud,,,"1,059",524,524,100.00%,357,68.13%,167,31.87%,5.62
20260126,17,冠妍動力科技有限公司,484,小老婆汽機車資訊網,22058,MW_文中創意320x480_小老婆汽機車資訊網-測試,,知名媒體,,6,3,3,100.00%,2,66.67%,1,33.33%,3.33
20260126,17,朱光宁,3718,稷下書院2,22093,CF_336 x 280 banner_稷下書院2_cpc1.67,antifroud,,,"1,064",505,505,100.00%,319,63.17%,186,36.83%,4.78
20260126,17,艾得基客行銷顧問股份有限公司,3719,遠見雜誌,22100,MW_320x480_文中創意_遠見_健康遠見,,知名媒體,,12,6,6,100.00%,3,50.00%,3,50.00%,1.61
20260126,17,富盈數據股份有限公司,3680,TVBS-新聞網_HB,22131,CF_文中300x250_TVBS-新聞網_HB_1,,知名媒體,,6,3,3,100.00%,3,100.00%,0,0.00%,9.13
20260126,17,富盈數據股份有限公司,3680,TVBS-新聞網_HB,22132,CF_文中300x250_TVBS-新聞網_HB_2,,知名媒體,,30,14,14,100.00%,8,57.14%,6,42.86%,6.73
20260126,17,富盈數據股份有限公司,3680,TVBS-新聞網_HB,22133,CF_文中300x250_TVBS-新聞網_HB_3,,知名媒體,,126,61,61,100.00%,45,73.77%,16,26.23%,10.94
20260126,17,冰楓科技有限公司,3485,冰楓論壇-exchange,22160,CF_300x250_Banner2_ 冰楓論壇-exchange,,,,6,3,3,100.00%,1,33.33%,2,66.67%,1.25
20260126,17,闇碼科技股份有限公司,3048,縮短網址產生器-reurl,22213,MW_蓋版_縮短網址產生器-reurl-2025.05(特殊供量),,知名媒體,,570,56,56,100.00%,21,37.50%,35,62.50%,2.72
20260126,17,艾得基客行銷顧問股份有限公司,3724,上報,22217,MW_置底創意(非展開)_上報,,知名媒體,,664,322,322,100.00%,304,94.41%,18,5.59%,55.36
20260126,17,艾得基客行銷顧問股份有限公司,3724,上報,22218,MW_置底(展開)_上報,,知名媒體,,587,290,290,100.00%,255,87.93%,35,12.07%,42.08
20260126,17,艾得基客行銷顧問股份有限公司,2689,Basketball Top5,22219,MW_置底(展開)_Basketball TOP5,,,,224,110,110,100.00%,98,89.09%,12,10.91%,7.24
20260126,17,欣發現股份有限公司,3363,大人物-mobile,22222,MW_蓋板_大人物,,知名媒體,,6,2,2,100.00%,0,0.00%,2,100.00%,0.00
20260126,17,朱光宁,3741,石頭小說3,22396,MW_置底_石頭小說3,,,,492,246,246,100.00%,214,86.99%,32,13.01%,16.83
20260126,17,朱光宁,3741,石頭小說3,22398,CF_336 x 280 banner_石頭小說3_cpc1.67,,,,690,333,333,100.00%,241,72.37%,92,27.63%,12.45
20260126,17,朱光宁,3741,石頭小說3,22399,CF_320 x 480 橫幅_石頭小說3,,,,318,158,158,100.00%,99,62.66%,59,37.34%,3.21
20260126,17,艾得基客行銷顧問股份有限公司,2825,科技紫薇,22403,MW_蓋版_科技紫微,,,,18,9,9,100.00%,2,22.22%,7,77.78%,0.46
20260126,17,艾得基客行銷顧問股份有限公司,3724,上報,22405,MW_蓋版_上報,,知名媒體,,113,56,56,100.00%,22,39.29%,34,60.71%,1.08
20260126,17,闇碼科技股份有限公司,3068,限時圖片-imgus,22406,MW_置底_imgus,antifroud,,,166,81,81,100.00%,39,48.15%,42,51.85%,1.43
20260126,17,第一網站股份有限公司,2783,漫畫櫃manhuagui,22443,MW_置底_manhuagui,antifroud,,,"49,208","24,069","24,069",100.00%,"19,372",80.49%,"4,697",19.51%,11.77
20260126,17,艾得基客行銷顧問股份有限公司,3490,太報,22495,MW_300x250 BANNER_太報_CPM5,,知名媒體,子聯播網,24,12,12,100.00%,9,75.00%,3,25.00%,3.39
20260126,17,艾得基客行銷顧問股份有限公司,2689,Basketball Top5,22498,MW_300x250 Banner_Basketball TOP5_CPM5,,,子聯播網,479,237,237,100.00%,101,42.62%,136,57.38%,2.68
20260126,17,艾得基客行銷顧問股份有限公司,2578,鉅亨網,22507,MW_300x250_鉅亨網_直播用BN-1,,知名媒體,子聯播網,"2,820","1,328","1,328",100.00%,364,27.41%,964,72.59%,6.52
20260126,17,艾得基客行銷顧問股份有限公司,3752,ＭoneyDJ,22514,MW_文中創意320x480_MoneyDJ,antifroud,知名媒體,,26,13,13,100.00%,10,76.92%,3,23.08%,9.42
20260126,17,艾得基客行銷顧問股份有限公司,3752,ＭoneyDJ,22515,MW_300x250 BANNER_MoneyDJ,antifroud,知名媒體,,6,3,3,100.00%,1,33.33%,2,66.67%,0.33
20260126,17,艾得基客行銷顧問股份有限公司,3373,良醫健康網,22732,MW_300x250_良醫健康網,,知名媒體,,58,29,29,100.00%,1,3.45%,28,96.55%,0.10
20260126,17,李承翰-webptt,718,Web批踢踢(RWD),2284,MW-蓋板_文中_Web批踢踢,antifroud,,,18,7,7,100.00%,2,28.57%,5,71.43%,1.24
20260126,17,麥智維,999,動漫戲說,3543,CF-728*90-內文上方-動漫戲說,antifroud,,,62,30,30,100.00%,27,90.00%,3,10.00%,28.09
20260126,17,肖偉彬,1287,紅櫻桃小說書庫,4678,CF-內文上方-300*250-紅櫻桃小說書庫,,,,26,13,13,100.00%,12,92.31%,1,7.69%,9.48
20260126,17,技達創意資訊有限公司,1299,泰好網,4733,CF-300*250-內文下方-泰好網,,,,30,10,10,100.00%,0,0.00%,10,100.00%,0.26
20260126,17,技達創意資訊有限公司,1299,泰好網,4734,MW-320*100-首頁、內文上方-泰好網,,,,18,6,6,100.00%,2,33.33%,4,66.67%,5.96
20260126,17,陈晋福,1367,電視超人,4997,CF-300X250-電視超人,,,,20,9,9,100.00%,3,33.33%,6,66.67%,0.59
20260126,17,麥智維,999,動漫戲說,6069,CF-300*250-首頁-動漫戲說,,,,38,12,12,100.00%,6,50.00%,6,50.00%,4.61
20260126,17,全曜財經資訊股份有限公司,1902,Cmoney-Mobile,7293,MW_置底創意(非展開)_Cmoney,antifroud,知名媒體,,6,3,3,100.00%,3,100.00%,0,0.00%,8.26
20260126,17,精鏡傳媒股份有限公司,1060,鏡週刊,8250,MW_置底創意(非展開)_鏡週刊,,知名媒體,,148,74,74,100.00%,70,94.59%,4,5.41%,45.78
20260126,17,臺灣電視事業股份有限公司,52,台視,8313,PC-300x250_內文第一塊_台視財經,,知名媒體,,6,3,3,100.00%,0,0.00%,3,100.00%,0.00
20260126,17,布林遊國際有限公司,1692,Bring You,8393,CF-300X250-上方通欄右側_BringYou,,知名媒體,,12,6,6,100.00%,2,33.33%,4,66.67%,1.89
20260126,17,巧克科技新媒體股份有限公司,2127,LINE TV_Banner-exchange,8576,CF_336x280_戲劇-右側好康資訊下方_LINE TV-exchange,,知名媒體,,12,6,6,100.00%,1,16.67%,5,83.33%,0.18
20260126,17,巧克科技新媒體股份有限公司,2127,LINE TV_Banner-exchange,8577,CF_336x280_戲劇-右側好康資訊上方_LINE TV-exchange,,知名媒體,,56,28,28,100.00%,1,3.57%,27,96.43%,0.10
20260126,17,鳳梨傳媒股份有限公司,2190,民視新聞網-Exchange,8862,CF_970X90_分類新聞內頁上方_民視新聞(MCM),,知名媒體,,25,12,12,100.00%,2,16.67%,10,83.33%,0.76
20260126,17,見聞科技有限公司,2251,就是節目表,9233,MW-300x250-節目表文中-就是節目表,,,,6,3,3,100.00%,3,100.00%,0,0.00%,5.82
20260126,17,巧克科技新媒體股份有限公司,2127,LINE TV_Banner-exchange,9788,CF_970x250_首頁-戲劇列表第一塊_LINE TV-exchange,,知名媒體,,6,2,2,100.00%,0,0.00%,2,100.00%,0.00
20260126,18,愛七桃有限公司,2152,寶可夢資訊站,10008,MW-320X100-進入道館功能框下方-寶可夢資訊站,,,,12,4,4,100.00%,3,75.00%,1,25.00%,1.93
20260126,18,英屬維京群島商浩美數位有限公司台灣分公司,2315,Teepr亮新聞-exchange,10012,CF_336x280Banner_Teepr亮新聞-exchange,,知名媒體,,475,231,231,100.00%,7,3.03%,224,96.97%,0.17
20260126,18,昱得資訊工作室,2528,數位書香,11080,CF_728x90_首頁上方_數位書香,antifroud,,,50,25,25,100.00%,17,68.00%,8,32.00%,3.83
20260126,18,昱得資訊工作室,2528,數位書香,11081,CF_160x600_首頁右側_數位書香,antifroud,,,569,251,251,100.00%,111,44.22%,140,55.78%,3.40
20260126,18,第一網站股份有限公司,2518,麻辣家族討論區(twbts),11082,CF-728X90-twbts,antifroud,,,211,85,85,100.00%,57,67.06%,28,32.94%,4.76
20260126,18,第一網站股份有限公司,2601,Meme梗圖倉庫,11443,CF-336X280-meme,,,,326,151,151,100.00%,7,4.64%,144,95.36%,0.70
20260126,18,第一網站股份有限公司,2540,risu短網址,12496,CF_300x250_popup(直播) _risu短網址,antifroud,知名媒體,,24,8,8,100.00%,6,75.00%,2,25.00%,23.85
20260126,18,時報資訊股份有限公司,2770,中時電子報_HB,12559,CF_300x250_右側互動看版_中時電子報_HB,,知名媒體,,302,127,127,100.00%,50,39.37%,77,60.63%,4.01
20260126,18,時報資訊股份有限公司,2770,中時電子報_HB,12560,CF_336x280_文中看板_中時電子報_HB,,知名媒體,,272,116,116,100.00%,81,69.83%,35,30.17%,25.79
20260126,18,時報資訊股份有限公司,2770,中時電子報_HB,12561,MW_300x250_內頁TOP Banner_中時電子報_HB,antifroud,知名媒體,,"7,626","3,746","3,746",100.00%,704,18.79%,"3,042",81.21%,1.76
20260126,18,第一網站股份有限公司,2768,czbooks,12570,CF_728x90_banner_czbooks,,,,"1,187",589,589,100.00%,458,77.76%,131,22.24%,7.08
20260126,18,第一網站股份有限公司,2768,czbooks,12571,CF-300x600_Banner_czbooks,,,,254,126,126,100.00%,103,81.75%,23,18.25%,84.97
20260126,18,鳳梨傳媒股份有限公司,2190,民視新聞網-Exchange,12579,CF_300x250_右側第一塊_民視新聞網-Exchange(RWD)(MCM),,知名媒體,,"3,453","1,697","1,697",100.00%,115,6.78%,"1,582",93.22%,2.09
20260126,18,鳳梨傳媒股份有限公司,2190,民視新聞網-Exchange,12580,CF_300x250_內文文中左側_民視新聞網-Exchange(RWD)(MCM),,知名媒體,,"3,512","1,707","1,707",100.00%,150,8.79%,"1,557",91.21%,1.86
20260126,18,第一網站股份有限公司,2783,漫畫櫃manhuagui,12676,CF_728X90_manhuagui,antifroud,,,"4,679","2,334","2,334",100.00%,870,37.28%,"1,464",62.72%,3.80
20260126,18,艾得基客行銷顧問股份有限公司,2635,工商時報,12761,MW_320x480_文中創意_工商時報new,,知名媒體,,149,74,74,100.00%,53,71.62%,21,28.38%,19.94
20260126,18,第一網站股份有限公司,2801,damanwoo,12868,CF-300x250_Banner_damanwoo_大人物,,,,28,10,10,100.00%,1,10.00%,9,90.00%,0.50
20260126,18,永悅健康股份有限公司,2813,早安樂活,12927,MW_置底創意(非展開)_早安樂活,,知名媒體,,60,30,30,100.00%,28,93.33%,2,6.67%,56.24
20260126,18,第一網站股份有限公司,2820,星座好朋友(horofriend88),12966,MW_320x100_horofriend88,antifroud,,,30,15,15,100.00%,14,93.33%,1,6.67%,20.23
20260126,18,第一網站股份有限公司,2836,vivi01,13032,MW_置底創意_vivi01 ViVi視頻,,,,12,6,6,100.00%,4,66.67%,2,33.33%,1.64
20260126,18,第一網站股份有限公司,2838,mycard,13041,MW_320x480_加倍mycard,,,,633,0,0,0.00%,0,0.00%,0,0.00%,0.00
20260126,18,東森電視事業股份有限公司,2014,東森新聞網,13162,MW_置底創意(展開)_東森新聞網,antifroud,知名媒體,,359,177,177,100.00%,161,90.96%,16,9.04%,21.28
20260126,18,譚謹恩,2885,Mr. & Mrs. Diary-exchange,13403,CF_728x90_內文上方_ Mr. & Mrs. Diary-exchange,,,,6,2,2,100.00%,0,0.00%,2,100.00%,0.00
20260126,18,譚謹恩,2885,Mr. & Mrs. Diary-exchange,13405,CF_970x250_內文文中_Mr. & Mrs. Diary-exchange,,,,6,2,2,100.00%,1,50.00%,1,50.00%,1.07
20260126,18,曾憲敏,202,85小說網,13445,MW_336X280_全量1_85小說網,,,,527,263,263,100.00%,147,55.89%,116,44.11%,4.96
20260126,18,曾憲敏,202,85小說網,13446,MW_336X280_全量2_85小說網,,,,"4,362","2,170","2,170",100.00%,"1,184",54.56%,986,45.44%,6.25
20260126,18,第一網站股份有限公司,2768,czbooks,13481,MW_300x250_banner_czbooks,antifroud,,子聯播網,"2,100","1,028","1,028",100.00%,403,39.20%,625,60.80%,2.49
20260126,18,第一網站股份有限公司,2910,clickme,13549,CF_300x250_banner_clickme(一般),,,,581,302,302,100.00%,30,9.93%,272,90.07%,0.59
20260126,18,闇碼科技股份有限公司,2992,縮短網址產生器-reurl-exchange,13848,CF_300x250_轉址失敗_最右邊_reurl,,知名媒體,,6,1,1,100.00%,0,0.00%,1,100.00%,0.00
20260126,18,闇碼科技股份有限公司,2992,縮短網址產生器-reurl-exchange,13856,CF_300x250_轉址失敗頁第二塊_reurl,,知名媒體,,6,1,1,100.00%,0,0.00%,1,100.00%,0.00
20260126,18,闇碼科技股份有限公司,2992,縮短網址產生器-reurl-exchange,13860,CF_300x250_網址下方右側_reurl,,知名媒體,,6,3,3,100.00%,0,0.00%,3,100.00%,0.00
20260126,18,闇碼科技股份有限公司,2992,縮短網址產生器-reurl-exchange,13861,CF_300x250_網址下方右側(PB)_reurl,,知名媒體,,35,5,5,100.00%,2,40.00%,3,60.00%,21.00
20260126,18,第一網站股份有限公司,2768,czbooks,13903,(子)CF_300x250_banner_czbooks(直播),antifroud,,子聯播網,"191,916","102,205","102,205",100.00%,"9,693",9.48%,"92,512",90.52%,0.51
20260126,18,第一網站股份有限公司,2783,漫畫櫃manhuagui,13904,(子)CF_300x250_banner_manhuagui(直播),antifroud,,子聯播網,"2,523",898,898,100.00%,137,15.26%,761,84.74%,0.54
20260126,18,第一網站股份有限公司,2768,czbooks,14036,MW_320x480_CZBOOKS,antifroud,,,50,25,25,100.00%,6,24.00%,19,76.00%,2.10
20260126,18,陳人鳳,480,飛格寵物家族_PC,1407,CF-728X90_上方通欄_飛格寵物家族,,,,38,18,18,100.00%,10,55.56%,8,44.44%,4.68
20260126,18,陳人鳳,480,飛格寵物家族_PC,1408,CF-300X250_內文_飛格寵物家族,,,,42,11,11,100.00%,7,63.64%,4,36.36%,9.95
20260126,18,東森電視事業股份有限公司,2014,東森新聞網,14097,MW_蓋版_東森新聞網,,知名媒體,,"1,910",939,939,100.00%,9,0.96%,930,99.04%,0.17
20260126,18,闇碼科技股份有限公司,3048,縮短網址產生器-reurl,14210,MW_文中創意300x250_縮短網址產生器-reurl,,知名媒體,,156,53,52,98.11%,34,65.38%,18,34.62%,2.94
20260126,18,巨思文化股份有限公司,3052,經理人_HB,14238,MW_文章結束第一塊_300x250_經理人-HB,,知名媒體,,26,13,13,100.00%,0,0.00%,13,100.00%,0.00
20260126,18,巨思文化股份有限公司,3052,經理人_HB,14241,MW_300x250_內文下方_經理人-HB,,知名媒體,,26,13,13,100.00%,0,0.00%,13,100.00%,0.00
20260126,18,巨思文化股份有限公司,3053,數位時代_HB,14242,CF_300x250_內文下方左側_數位時代-HB,,知名媒體,,7,6,6,100.00%,0,0.00%,6,100.00%,0.00
20260126,18,巨思文化股份有限公司,3053,數位時代_HB,14243,CF_300x250_內文下方右側_數位時代-HB,,知名媒體,,7,6,6,100.00%,0,0.00%,6,100.00%,0.00
20260126,18,巨思文化股份有限公司,3053,數位時代_HB,14244,MW_300x250_文中第四塊_數位時代-HB,,知名媒體,,20,10,10,100.00%,2,20.00%,8,80.00%,1.60
20260126,18,巨思文化股份有限公司,3053,數位時代_HB,14246,MW_300x250_文章結束第一塊_數位時代-HB,,知名媒體,,24,12,12,100.00%,0,0.00%,12,100.00%,0.00
20260126,18,富盈數據股份有限公司,3059,塔科女子,14258,CF_336x280_全網_塔科女子,,知名媒體,,102,54,54,100.00%,24,44.44%,30,55.56%,3.99
20260126,18,CBROOT LTD,3003,包子漫畫-exchange,14291,MW_300x250_蓋板(PB)_包子漫畫,,,,83,41,41,100.00%,17,41.46%,24,58.54%,6.06
20260126,18,朱光宁,3268,稷下書院-mobile,14737,MW_置底創意(非展開)_稷下書院-mobile,,,,14,6,6,100.00%,3,50.00%,3,50.00%,13.49
20260126,18,朱光宁,3149,稷下書院-exchange,14748,MW_320x100_置底(PB)_稷下書院,,,,"29,552","14,568","14,568",100.00%,368,2.53%,"14,200",97.47%,0.09
20260126,18,巨思文化股份有限公司,3053,數位時代_HB,14764,MW_置底創意_(非展開)_數位時代_HB,,知名媒體,,270,135,135,100.00%,123,91.11%,12,8.89%,29.25
